query,gene_hit,%identiy,length,n_mismatch,gapopen,querystart,queryend,subjectstart,subjectend,evalue,bitscore
23a315b9-4088-46e8-887c-1de1c173165d,J23102,100.000,35,0,0,313,347,1,35,2.21e-15,65.8
b385d3fe-61bb-466d-8079-44b6606b3f5b,J23113,100.000,35,0,0,332,366,1,35,5.28e-15,65.8
847889a6-1b34-4b8d-826d-b3c5dc8e48f5,J23100,100.000,35,0,0,23,57,35,1,7.12e-15,65.8
847889a6-1b34-4b8d-826d-b3c5dc8e48f5,J23113,100.000,35,0,0,1481,1515,35,1,7.12e-15,65.8
847889a6-1b34-4b8d-826d-b3c5dc8e48f5,J23113,100.000,32,0,0,2989,3020,35,4,3.31e-13,60.2
c0566dcd-13b3-4d5a-8c69-b2f704d8fb4b,J23100,100.000,35,0,0,979,1013,35,1,6.51e-15,65.8
b74dfa49-1875-418f-bdde-f28ee238382e,J23113,100.000,35,0,0,255,289,1,35,6.50e-15,65.8
5cf9109f-ebb8-4f60-b986-3dc4edac2624,J23100,100.000,35,0,0,1249,1283,1,35,4.25e-15,65.8
5cf9109f-ebb8-4f60-b986-3dc4edac2624,J23102,100.000,35,0,0,1180,1214,1,35,4.25e-15,65.8
b7d6c7c9-87fc-488f-9cb0-bddaf335e462,J23100,100.000,35,0,0,2333,2367,35,1,6.76e-15,65.8
e0621a9c-7fe9-48b8-a229-e226dafd0683,J23102,100.000,35,0,0,1248,1282,35,1,6.74e-15,65.8
e0621a9c-7fe9-48b8-a229-e226dafd0683,J23118,100.000,35,0,0,1129,1163,35,1,6.74e-15,65.8
0e65b93d-2d38-468d-9fb4-0bf123c04575,J23116,100.000,35,0,0,749,783,35,1,8.93e-15,65.8
0e65b93d-2d38-468d-9fb4-0bf123c04575,J23113,100.000,35,0,0,895,929,35,1,8.93e-15,65.8
0285eba0-31ff-46f1-8cf1-5a85e883e7af,J23107,100.000,35,0,0,2594,2628,35,1,6.96e-15,65.8
0285eba0-31ff-46f1-8cf1-5a85e883e7af,J23100,100.000,35,0,0,838,872,35,1,6.96e-15,65.8
0285eba0-31ff-46f1-8cf1-5a85e883e7af,J23118,100.000,35,0,0,1072,1106,35,1,6.96e-15,65.8
4d2e8539-84dc-4201-9afd-33e4ddbe0828,J23113,100.000,35,0,0,690,724,1,35,7.47e-15,65.8
ce3561aa-78d1-41b4-8491-00d3cc420366,J23116,100.000,35,0,0,1157,1191,1,35,3.43e-15,65.8
1a6c03b3-1b76-4870-8da3-c99c379d2bd8,J23100,100.000,33,0,0,1913,1945,35,3,6.09e-14,62.1
20a9e135-c9ae-444e-8e2e-b936bff97917,J23116,100.000,35,0,0,3050,3084,1,35,7.78e-15,65.8
b822fcc8-c703-4b99-9acc-64bf17c14c53,J23118,100.000,35,0,0,621,655,35,1,1.60e-15,65.8
826cd91c-b659-409c-b13e-9c05f228fd0f,J23116,100.000,33,0,0,971,1003,35,3,6.98e-14,62.1
f30c4186-c7a9-4162-95e5-243e42ce61ec,J23107,100.000,35,0,0,1262,1296,35,1,3.68e-15,65.8
f30c4186-c7a9-4162-95e5-243e42ce61ec,J23100,100.000,35,0,0,1429,1463,35,1,3.68e-15,65.8
f30c4186-c7a9-4162-95e5-243e42ce61ec,J23113,100.000,35,0,0,1185,1219,35,1,3.68e-15,65.8
c2340138-4abb-45f2-89f3-e233888c99fb,J23102,100.000,35,0,0,1811,1845,1,35,7.92e-15,65.8
c2340138-4abb-45f2-89f3-e233888c99fb,J23113,100.000,35,0,0,2088,2122,1,35,7.92e-15,65.8
b1f63357-11b0-4a1f-98c0-e856df5a0661,J23102,100.000,35,0,0,1763,1797,35,1,7.97e-15,65.8
b1f63357-11b0-4a1f-98c0-e856df5a0661,J23113,100.000,35,0,0,1666,1700,35,1,7.97e-15,65.8
b1f63357-11b0-4a1f-98c0-e856df5a0661,J23113,100.000,35,0,0,1477,1511,35,1,7.97e-15,65.8
d8a49225-9ca3-4464-86d2-d91a271a6b21,J23118,100.000,35,0,0,202,236,1,35,8.31e-15,65.8
755f78e1-b8eb-4d7e-bf20-d2bc2e519e31,J23113,100.000,35,0,0,2805,2839,1,35,9.64e-15,65.8
759f1471-68f2-4990-aa15-d8ee7dabbdcf,J23107,100.000,35,0,0,1821,1855,1,35,1.00e-14,65.8
759f1471-68f2-4990-aa15-d8ee7dabbdcf,J23100,100.000,35,0,0,3575,3609,1,35,1.00e-14,65.8
759f1471-68f2-4990-aa15-d8ee7dabbdcf,J23118,100.000,35,0,0,3341,3375,1,35,1.00e-14,65.8
d14cb860-ebca-45ab-8336-d752c3d74bdc,J23118,100.000,31,0,0,1530,1560,31,1,1.09e-12,58.4
69cac4d2-8c00-4c27-a6f6-1741d7f0aa9b,J23113,100.000,35,0,0,3105,3139,1,35,7.87e-15,65.8
303270f6-48ba-471b-beb8-5f2991ee2186,J23116,100.000,35,0,0,1683,1717,1,35,1.08e-14,65.8
9fab0ffd-4b1c-42e7-91d0-2ae6acd221f7,J23107,100.000,35,0,0,190,224,35,1,1.18e-14,65.8
9fab0ffd-4b1c-42e7-91d0-2ae6acd221f7,J23100,100.000,35,0,0,2154,2188,35,1,1.18e-14,65.8
d98c8010-e771-4f65-9099-bdcd049c54c6,J23118,100.000,35,0,0,1721,1755,1,35,7.95e-15,65.8
d98c8010-e771-4f65-9099-bdcd049c54c6,J23100,100.000,34,0,0,1648,1681,1,34,2.86e-14,63.9
91d0f90b-e70b-47e7-9f44-3ca969fd18c8,J23116,100.000,35,0,0,2256,2290,1,35,8.99e-15,65.8
91d0f90b-e70b-47e7-9f44-3ca969fd18c8,J23100,97.222,36,0,1,2060,2095,1,35,4.18e-13,60.2
adca55e3-a816-4739-841c-df0b902cc779,J23116,100.000,35,0,0,1296,1330,35,1,3.25e-15,65.8
38fadba3-18ef-4af9-987a-07c344f61330,J23102,100.000,35,0,0,55,89,1,35,1.09e-14,65.8
38fadba3-18ef-4af9-987a-07c344f61330,J23113,100.000,35,0,0,3375,3409,1,35,1.09e-14,65.8
fbe00028-f0d7-44c3-89dc-3bf27d036c84,J23113,100.000,35,0,0,1850,1884,35,1,9.32e-15,65.8
145fdcf2-5087-4409-b9b2-ba45a3bb8e0a,J23100,100.000,28,0,0,1,28,8,35,5.76e-12,52.8
70f6407c-844b-4d85-992e-9ddd57d8c539,J23102,100.000,35,0,0,1997,2031,1,35,6.53e-15,65.8
a47bb2b4-6d53-4b35-a24f-ca4910d1cf48,J23107,100.000,35,0,0,3348,3382,1,35,9.46e-15,65.8
2a829727-1865-40d8-ac1c-f4734845bb93,J23118,100.000,35,0,0,4463,4497,35,1,1.04e-14,65.8
2a829727-1865-40d8-ac1c-f4734845bb93,J23118,100.000,35,0,0,3143,3177,35,1,1.04e-14,65.8
2a829727-1865-40d8-ac1c-f4734845bb93,J23113,100.000,32,0,0,4273,4304,35,4,4.82e-13,60.2
30784bc5-8b83-4226-a921-49d89bf4373d,J23118,100.000,35,0,0,1761,1795,1,35,4.94e-15,65.8
12f36ec7-c615-430e-b84d-ed5a8119068b,J23118,100.000,35,0,0,591,625,1,35,8.27e-15,65.8
536bc384-86f5-420d-be6a-fd11581f8c9b,J23100,100.000,35,0,0,3670,3704,35,1,9.79e-15,65.8
536bc384-86f5-420d-be6a-fd11581f8c9b,J23118,100.000,35,0,0,740,774,35,1,9.79e-15,65.8
04507c22-5dd8-4d5d-9d97-0e292faa8129,J23100,100.000,35,0,0,4755,4789,35,1,1.07e-14,65.8
04507c22-5dd8-4d5d-9d97-0e292faa8129,J23113,100.000,35,0,0,1383,1417,35,1,1.07e-14,65.8
c26c36d2-66fc-4976-aa78-660ed7d6c5a6,J23102,100.000,35,0,0,10,44,1,35,7.91e-15,65.8
c26c36d2-66fc-4976-aa78-660ed7d6c5a6,J23113,100.000,35,0,0,267,301,1,35,7.91e-15,65.8
72d5839e-9427-477d-a470-7fc427c9e8fc,J23102,100.000,35,0,0,1344,1378,35,1,7.67e-15,65.8
fe5c3e02-71ad-4c01-86a6-0647706c03d7,J23100,100.000,35,0,0,205,239,1,35,2.06e-15,65.8
fe5c3e02-71ad-4c01-86a6-0647706c03d7,J23113,100.000,35,0,0,391,425,1,35,2.06e-15,65.8
47778639-d2e1-4c50-b9a1-65e98501100e,J23118,100.000,35,0,0,2637,2671,1,35,7.63e-15,65.8
29086807-dc05-4ee4-a3a0-8aaaa97feb1e,J23118,100.000,35,0,0,794,828,35,1,7.66e-15,65.8
7d82ed45-7ba0-45b8-a414-21ce3198c7ed,J23102,100.000,35,0,0,2139,2173,35,1,6.73e-15,65.8
7d82ed45-7ba0-45b8-a414-21ce3198c7ed,J23118,100.000,35,0,0,2070,2104,35,1,6.73e-15,65.8
bca1267e-952c-472b-83d6-30048f0d74c5,J23118,100.000,35,0,0,910,944,1,35,8.03e-15,65.8
bca1267e-952c-472b-83d6-30048f0d74c5,J23118,100.000,35,0,0,1188,1222,1,35,8.03e-15,65.8
6efe7193-8cdb-4870-9983-1e9c3e55aaaf,J23116,100.000,35,0,0,2832,2866,1,35,7.79e-15,65.8
6efe7193-8cdb-4870-9983-1e9c3e55aaaf,J23116,100.000,32,0,0,3008,3039,4,35,3.62e-13,60.2
4adc2f34-e1d8-4b00-a1cd-fd3600f57150,J23100,100.000,35,0,0,1298,1332,1,35,8.07e-15,65.8
4adc2f34-e1d8-4b00-a1cd-fd3600f57150,J23100,100.000,35,0,0,1427,1461,1,35,8.07e-15,65.8
68c0b247-c0b9-4a6e-b6e4-b7e6d9431ab9,J23118,100.000,35,0,0,1147,1181,1,35,6.64e-15,65.8
231e9454-2f55-4ab4-a00e-af35eca97bc4,J23113,100.000,35,0,0,509,543,35,1,4.30e-15,65.8
9b9f4c57-418e-40cb-bc33-92b02ffec650,J23100,100.000,35,0,0,2160,2194,35,1,6.79e-15,65.8
9b9f4c57-418e-40cb-bc33-92b02ffec650,J23118,100.000,35,0,0,2036,2070,35,1,6.79e-15,65.8
f218dfa2-9326-43df-9eb5-62847c300cba,J23116,100.000,34,0,0,3148,3181,1,34,2.69e-14,63.9
c6680702-31c0-43ab-a86f-ff4b9af57f7a,J23102,100.000,35,0,0,815,849,1,35,7.65e-15,65.8
66548814-b1b9-4ddc-ae37-fea34f2ac26f,J23102,100.000,35,0,0,1711,1745,1,35,7.95e-15,65.8
66548814-b1b9-4ddc-ae37-fea34f2ac26f,J23113,100.000,35,0,0,1972,2006,1,35,7.95e-15,65.8
b9ec08a1-8134-44de-83f4-288da2119d55,J23107,100.000,35,0,0,3085,3119,35,1,7.70e-15,65.8
e7aa8ac0-496c-43ca-9dbd-dc8841dcba56,J23107,100.000,35,0,0,1016,1050,1,35,1.13e-14,65.8
e7aa8ac0-496c-43ca-9dbd-dc8841dcba56,J23113,100.000,35,0,0,715,749,1,35,1.13e-14,65.8
a455deff-8107-4aee-8b26-41b856a7ef42,J23116,100.000,35,0,0,2120,2154,1,35,8.64e-15,65.8
5f5c853f-7708-4ecd-9cc8-bc19b7e481b4,J23118,97.222,36,0,1,2634,2669,1,35,3.76e-13,60.2
0519f08f-b108-4fcf-9049-d96263f3317b,J23102,100.000,35,0,0,18,52,35,1,1.10e-14,65.8
0519f08f-b108-4fcf-9049-d96263f3317b,J23113,100.000,35,0,0,1704,1738,35,1,1.10e-14,65.8
a1e6f895-ec2b-4dac-9a09-5d0cf965da1b,J23100,100.000,35,0,0,84,118,1,35,9.76e-15,65.8
a1e6f895-ec2b-4dac-9a09-5d0cf965da1b,J23113,100.000,35,0,0,3006,3040,1,35,9.76e-15,65.8
8f329dca-42bc-46fc-888b-a3b97d43b4c4,J23102,100.000,35,0,0,2529,2563,1,35,7.85e-15,65.8
63cca79a-c3cd-4cd7-8073-533ba3f24f70,J23113,100.000,35,0,0,4998,5032,35,1,1.29e-14,65.8
63cca79a-c3cd-4cd7-8073-533ba3f24f70,J23113,100.000,35,0,0,3492,3526,35,1,1.29e-14,65.8
63cca79a-c3cd-4cd7-8073-533ba3f24f70,J23113,100.000,35,0,0,3359,3393,35,1,1.29e-14,65.8
92ac9b7e-1ce4-4ac2-9e3f-06478cd3e802,J23107,100.000,35,0,0,1196,1230,1,35,3.46e-15,65.8
b13372dc-7fb2-4c38-8c22-88a2550a50a3,J23113,100.000,35,0,0,374,408,1,35,1.05e-14,65.8
6b930694-9d6b-4d4d-a3cb-75625cd24ebd,J23113,100.000,35,0,0,4343,4377,35,1,1.05e-14,65.8
c1813f84-3e6a-4872-bdcd-7ebab0e58c5f,J23100,100.000,35,0,0,686,720,1,35,1.79e-15,65.8
c1813f84-3e6a-4872-bdcd-7ebab0e58c5f,J23118,100.000,35,0,0,455,489,1,35,1.79e-15,65.8
bdcb9417-25bb-48ed-ab64-d7a337a0718f,J23100,100.000,35,0,0,1497,1531,35,1,4.60e-15,65.8
bcf23d3a-0ab8-46e5-9887-830854f4abbb,J23100,100.000,35,0,0,2193,2227,35,1,6.70e-15,65.8
1f11e48a-d014-48ab-896d-8c91d3da6575,J23118,100.000,35,0,0,2055,2089,35,1,6.63e-15,65.8
bc15d026-58f5-4e84-97d0-51a4afbf176f,J23100,100.000,35,0,0,765,799,35,1,8.29e-15,65.8
bc15d026-58f5-4e84-97d0-51a4afbf176f,J23113,100.000,35,0,0,2463,2497,35,1,8.29e-15,65.8
bc15d026-58f5-4e84-97d0-51a4afbf176f,J23118,100.000,35,0,0,842,876,35,1,8.29e-15,65.8
70e1b7e5-2252-4e0c-bd77-a5ee81279455,J23113,100.000,35,0,0,242,276,1,35,9.38e-15,65.8
4414c3c1-33dc-49eb-baab-ae8457e4aa58,J23107,100.000,35,0,0,973,1007,1,35,2.40e-15,65.8
018ca816-fd12-477f-a662-f8eefc0840f2,J23116,100.000,35,0,0,31,65,35,1,1.19e-14,65.8
018ca816-fd12-477f-a662-f8eefc0840f2,J23113,100.000,35,0,0,1446,1480,35,1,1.19e-14,65.8
239b34ba-9b29-44e9-b849-977ec41b2d31,J23102,100.000,35,0,0,2753,2787,35,1,1.09e-14,65.8
1c5648df-aa46-4530-88b9-511b912cfbf7,J23113,100.000,35,0,0,3096,3130,35,1,9.76e-15,65.8
64708ee8-8e55-419c-ab39-d7ba40120c60,J23113,100.000,35,0,0,2688,2722,35,1,7.65e-15,65.8
c5f4fa0e-cf72-4d0c-936e-2d923fde08a9,J23107,100.000,35,0,0,540,574,1,35,2.09e-15,65.8
c5f4fa0e-cf72-4d0c-936e-2d923fde08a9,J23107,97.059,34,0,1,220,253,3,35,1.26e-12,56.5
95f29658-be55-442b-8023-c2700f304a7c,J23113,100.000,35,0,0,2813,2847,35,1,6.64e-15,65.8
27c710fe-de23-4b6f-b7b7-35a2dec7a9df,J23118,100.000,35,0,0,2637,2671,1,35,9.77e-15,65.8
ab8d965b-4a3d-43b4-9103-9057ba1a8faa,J23102,100.000,35,0,0,2641,2675,35,1,7.73e-15,65.8
5f090764-b931-450b-ad59-f419d69f1dec,J23113,100.000,35,0,0,32,66,1,35,6.71e-15,65.8
e762a626-c0d9-4651-a8b1-5fb017e8cd8b,J23100,100.000,35,0,0,1302,1336,1,35,3.61e-15,65.8
f5cb5e19-1169-45ec-a8a9-6e4e902600a6,J23102,100.000,35,0,0,2224,2258,35,1,1.19e-14,65.8
f5cb5e19-1169-45ec-a8a9-6e4e902600a6,J23118,100.000,33,0,0,4225,4257,35,3,1.54e-13,62.1
01fff6ea-f40f-4920-9b33-d5e4dd6d1e07,J23113,100.000,35,0,0,678,712,1,35,4.69e-15,65.8
01fff6ea-f40f-4920-9b33-d5e4dd6d1e07,J23118,100.000,35,0,0,845,879,1,35,4.69e-15,65.8
91037fd8-7dd6-4033-bf4e-e4f8a4dae4fd,J23116,100.000,35,0,0,856,890,1,35,9.65e-15,65.8
91037fd8-7dd6-4033-bf4e-e4f8a4dae4fd,J23116,100.000,35,0,0,1472,1506,1,35,9.65e-15,65.8
cd90aafc-403a-434d-9eda-19a784095807,J23118,100.000,35,0,0,345,379,35,1,7.93e-15,65.8
cd90aafc-403a-434d-9eda-19a784095807,J23118,100.000,30,0,0,111,140,35,6,4.78e-12,56.5
3b6ae343-3047-4095-ac9a-fc7335ab8701,J23100,100.000,35,0,0,307,341,1,35,5.59e-15,65.8
3b6ae343-3047-4095-ac9a-fc7335ab8701,J23118,100.000,35,0,0,376,410,1,35,5.59e-15,65.8
7a78b8a3-2296-4f59-b1f2-62b29864f76a,J23118,100.000,35,0,0,4420,4454,35,1,1.06e-14,65.8
7a78b8a3-2296-4f59-b1f2-62b29864f76a,J23100,97.143,35,1,0,4490,4524,35,1,4.95e-13,60.2
460887d1-8388-4a19-b8a8-d832485a7822,J23113,100.000,35,0,0,1613,1647,35,1,8.25e-15,65.8
955d7a64-749a-4cba-89c3-01934af6aca9,J23116,100.000,35,0,0,1294,1328,35,1,7.00e-15,65.8
955d7a64-749a-4cba-89c3-01934af6aca9,J23102,100.000,35,0,0,226,260,35,1,7.00e-15,65.8
91d44764-1961-40b9-ab1d-3807241fd395,J23113,100.000,35,0,0,2761,2795,1,35,6.60e-15,65.8
